UTCDateTime,PA_Zen_001_001_87_mac_address,PA_Zen_001_001_87_firmware_ver,PA_Zen_001_001_87_hardware,PA_Zen_001_001_87_current_temp_f,PA_Zen_001_001_87_current_humidity,PA_Zen_001_001_87_current_dewpoint_f,PA_Zen_001_001_87_pressure,PA_Zen_001_001_87_adc,PA_Zen_001_001_87_mem,PA_Zen_001_001_87_rssi,PA_Zen_001_001_87_uptime,PA_Zen_001_001_87_pm1_0_cf_1,PA_Zen_001_001_87_pm2_5_cf_1,PA_Zen_001_001_87_pm10_0_cf_1,PA_Zen_001_001_87_pm1_0_atm,PA_Zen_001_001_87_pm2_5_atm,PA_Zen_001_001_87_pm10_0_atm,PA_Zen_001_001_87_pm2.5_aqi_cf_1,PA_Zen_001_001_87_pm2.5_aqi_atm,PA_Zen_001_001_87_p_0_3_um,PA_Zen_001_001_87_p_0_5_um,PA_Zen_001_001_87_p_1_0_um,PA_Zen_001_001_87_p_2_5_um,PA_Zen_001_001_87_p_5_0_um,PA_Zen_001_001_87_p_10_0_um,PA_Zen_001_001_87_pm1_0_cf_1_b,PA_Zen_001_001_87_pm2_5_cf_1_b,PA_Zen_001_001_87_pm10_0_cf_1_b,PA_Zen_001_001_87_pm1_0_atm_b,PA_Zen_001_001_87_pm2_5_atm_b,PA_Zen_001_001_87_pm10_0_atm_b,PA_Zen_001_001_87_pm2.5_aqi_cf_1_b,PA_Zen_001_001_87_pm2.5_aqi_atm_b,PA_Zen_001_001_87_p_0_3_um_b,PA_Zen_001_001_87_p_0_5_um_b,PA_Zen_001_001_87_p_1_0_um_b,PA_Zen_001_001_87_p_2_5_um_b,PA_Zen_001_001_87_p_5_0_um_b,PA_Zen_001_001_87_p_10_0_um_b,PA_Zen_001_001_87_gas,PA_Zen_001_001_87_Source,PA_Zen_002_001_88_mac_address,PA_Zen_002_001_88_firmware_ver,PA_Zen_002_001_88_hardware,PA_Zen_002_001_88_current_temp_f,PA_Zen_002_001_88_current_humidity,PA_Zen_002_001_88_current_dewpoint_f,PA_Zen_002_001_88_pressure,PA_Zen_002_001_88_adc,PA_Zen_002_001_88_mem,PA_Zen_002_001_88_rssi,PA_Zen_002_001_88_uptime,PA_Zen_002_001_88_pm1_0_cf_1,PA_Zen_002_001_88_pm2_5_cf_1,PA_Zen_002_001_88_pm10_0_cf_1,PA_Zen_002_001_88_pm1_0_atm,PA_Zen_002_001_88_pm2_5_atm,PA_Zen_002_001_88_pm10_0_atm,PA_Zen_002_001_88_pm2.5_aqi_cf_1,PA_Zen_002_001_88_pm2.5_aqi_atm,PA_Zen_002_001_88_p_0_3_um,PA_Zen_002_001_88_p_0_5_um,PA_Zen_002_001_88_p_1_0_um,PA_Zen_002_001_88_p_2_5_um,PA_Zen_002_001_88_p_5_0_um,PA_Zen_002_001_88_p_10_0_um,PA_Zen_002_001_88_pm1_0_cf_1_b,PA_Zen_002_001_88_pm2_5_cf_1_b,PA_Zen_002_001_88_pm10_0_cf_1_b,PA_Zen_002_001_88_pm1_0_atm_b,PA_Zen_002_001_88_pm2_5_atm_b,PA_Zen_002_001_88_pm10_0_atm_b,PA_Zen_002_001_88_pm2.5_aqi_cf_1_b,PA_Zen_002_001_88_pm2.5_aqi_atm_b,PA_Zen_002_001_88_p_0_3_um_b,PA_Zen_002_001_88_p_0_5_um_b,PA_Zen_002_001_88_p_1_0_um_b,PA_Zen_002_001_88_p_2_5_um_b,PA_Zen_002_001_88_p_5_0_um_b,PA_Zen_002_001_88_p_10_0_um_b,PA_Zen_002_001_88_gas,PA_Zen_002_001_88_Source,PA_Zen_002_002_5c_mac_address,PA_Zen_002_002_5c_firmware_ver,PA_Zen_002_002_5c_hardware,PA_Zen_002_002_5c_current_temp_f,PA_Zen_002_002_5c_current_humidity,PA_Zen_002_002_5c_current_dewpoint_f,PA_Zen_002_002_5c_pressure,PA_Zen_002_002_5c_adc,PA_Zen_002_002_5c_mem,PA_Zen_002_002_5c_rssi,PA_Zen_002_002_5c_uptime,PA_Zen_002_002_5c_pm1_0_cf_1,PA_Zen_002_002_5c_pm2_5_cf_1,PA_Zen_002_002_5c_pm10_0_cf_1,PA_Zen_002_002_5c_pm1_0_atm,PA_Zen_002_002_5c_pm2_5_atm,PA_Zen_002_002_5c_pm10_0_atm,PA_Zen_002_002_5c_pm2.5_aqi_cf_1,PA_Zen_002_002_5c_pm2.5_aqi_atm,PA_Zen_002_002_5c_p_0_3_um,PA_Zen_002_002_5c_p_0_5_um,PA_Zen_002_002_5c_p_1_0_um,PA_Zen_002_002_5c_p_2_5_um,PA_Zen_002_002_5c_p_5_0_um,PA_Zen_002_002_5c_p_10_0_um,PA_Zen_002_002_5c_pm1_0_cf_1_b,PA_Zen_002_002_5c_pm2_5_cf_1_b,PA_Zen_002_002_5c_pm10_0_cf_1_b,PA_Zen_002_002_5c_pm1_0_atm_b,PA_Zen_002_002_5c_pm2_5_atm_b,PA_Zen_002_002_5c_pm10_0_atm_b,PA_Zen_002_002_5c_pm2.5_aqi_cf_1_b,PA_Zen_002_002_5c_pm2.5_aqi_atm_b,PA_Zen_002_002_5c_p_0_3_um_b,PA_Zen_002_002_5c_p_0_5_um_b,PA_Zen_002_002_5c_p_1_0_um_b,PA_Zen_002_002_5c_p_2_5_um_b,PA_Zen_002_002_5c_p_5_0_um_b,PA_Zen_002_002_5c_p_10_0_um_b,PA_Zen_002_002_5c_gas,PA_Zen_002_002_5c_Source,PA_Zen_002_003_7b_mac_address,PA_Zen_002_003_7b_firmware_ver,PA_Zen_002_003_7b_hardware,PA_Zen_002_003_7b_current_temp_f,PA_Zen_002_003_7b_current_humidity,PA_Zen_002_003_7b_current_dewpoint_f,PA_Zen_002_003_7b_pressure,PA_Zen_002_003_7b_adc,PA_Zen_002_003_7b_mem,PA_Zen_002_003_7b_rssi,PA_Zen_002_003_7b_uptime,PA_Zen_002_003_7b_pm1_0_cf_1,PA_Zen_002_003_7b_pm2_5_cf_1,PA_Zen_002_003_7b_pm10_0_cf_1,PA_Zen_002_003_7b_pm1_0_atm,PA_Zen_002_003_7b_pm2_5_atm,PA_Zen_002_003_7b_pm10_0_atm,PA_Zen_002_003_7b_pm2.5_aqi_cf_1,PA_Zen_002_003_7b_pm2.5_aqi_atm,PA_Zen_002_003_7b_p_0_3_um,PA_Zen_002_003_7b_p_0_5_um,PA_Zen_002_003_7b_p_1_0_um,PA_Zen_002_003_7b_p_2_5_um,PA_Zen_002_003_7b_p_5_0_um,PA_Zen_002_003_7b_p_10_0_um,PA_Zen_002_003_7b_pm1_0_cf_1_b,PA_Zen_002_003_7b_pm2_5_cf_1_b,PA_Zen_002_003_7b_pm10_0_cf_1_b,PA_Zen_002_003_7b_pm1_0_atm_b,PA_Zen_002_003_7b_pm2_5_atm_b,PA_Zen_002_003_7b_pm10_0_atm_b,PA_Zen_002_003_7b_pm2.5_aqi_cf_1_b,PA_Zen_002_003_7b_pm2.5_aqi_atm_b,PA_Zen_002_003_7b_p_0_3_um_b,PA_Zen_002_003_7b_p_0_5_um_b,PA_Zen_002_003_7b_p_1_0_um_b,PA_Zen_002_003_7b_p_2_5_um_b,PA_Zen_002_003_7b_p_5_0_um_b,PA_Zen_002_003_7b_p_10_0_um_b,PA_Zen_002_003_7b_gas,PA_Zen_002_003_7b_Source
2024-12-05 02:28:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:9a:5c,7.04,3.0+OPENLOG+7935 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,91.0,11.0,31.0,979.04,4.88,26248.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.35,7.62,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.09,4.84,0.46,0.05,0.0,0.0,50.56,20241205.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-05 02:28:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48:55:19:e8:1e:7b,7.04,3.0+OPENLOG+15931 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,89.0,12.0,30.0,979.37,4.72,26248.0,0.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.05,9.25,0.66,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.84,8.19,2.26,0.0,0.0,0.0,50.00,20241205.csv
2024-12-05 02:29:40,c8:c9:a3:f:7c:87,7.04,3.0+OPENLOG+7948 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,91.0,13.0,33.0,979.54,0.05,26248.0,0.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5,11.22,0.47,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.88,12.72,1.09,0.19,0.0,0.0,106.55,20241205.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-05 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:7a:88,7.04,3.0+OPENLOG+7988 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,89.0,12.0,30.0,979.24,4.88,26248.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.22,9.66,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.64,13.15,0.75,0.0,0.0,0.0,51.38,20241205.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-05 02:30:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:9a:5c,7.04,3.0+OPENLOG+7935 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,91.0,11.0,31.0,978.97,4.88,26248.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.21,6.62,0.83,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.86,5.07,0.46,0.0,0.0,0.0,50.96,20241205.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-05 02:30:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48:55:19:e8:1e:7b,7.04,3.0+OPENLOG+15931 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,89.0,12.0,30.0,979.3,4.72,26248.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,7.43,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.27,10.02,0.0,0.0,0.0,0.0,50.00,20241205.csv
2024-12-05 02:31:40,c8:c9:a3:f:7c:87,7.04,3.0+OPENLOG+7948 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,91.0,13.0,33.0,979.53,0.05,26248.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.05,12.72,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.54,7.41,0.48,0.0,0.0,0.0,106.77,20241205.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-05 02:32:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:7a:88,7.04,3.0+OPENLOG+7988 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,89.0,12.0,30.0,979.2,4.88,26248.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.26,10.09,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.03,10.24,1.22,0.2,0.0,0.0,51.58,20241205.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-05 02:32:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:9a:5c,7.04,3.0+OPENLOG+7935 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,91.0,11.0,31.0,978.95,4.88,26248.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.75,8.55,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.86,5.9,1.4,0.28,0.07,0.07,50.96,20241205.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-05 02:32:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48:55:19:e8:1e:7b,7.04,3.0+OPENLOG+15931 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,89.0,12.0,30.0,979.33,4.72,26248.0,0.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.84,7.88,0.93,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.05,7.05,0.64,0.0,0.0,0.0,50.00,20241205.csv
2024-12-05 02:33:40,c8:c9:a3:f:7c:87,7.04,3.0+OPENLOG+7948 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,91.0,13.0,33.0,979.51,0.05,26248.0,0.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.24,10.26,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.63,11.39,2.51,0.2,0.2,0.0,106.67,20241205.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-05 02:34:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:7a:88,7.04,3.0+OPENLOG+7988 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,89.0,12.0,30.0,979.19,4.88,26248.0,0.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.52,11.38,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.93,8.07,0.5,0.21,0.0,0.0,51.40,20241205.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-05 02:34:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:9a:5c,7.04,3.0+OPENLOG+7935 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,91.0,11.0,31.0,978.98,4.88,26248.0,0.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.45,5.93,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.95,8.0,0.39,0.23,0.18,0.18,50.90,20241205.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-05 02:34:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48:55:19:e8:1e:7b,7.04,3.0+OPENLOG+15931 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,89.0,12.0,30.0,979.31,4.72,26248.0,0.0,940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.3,10.8,1.25,0.25,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.62,10.84,0.38,0.0,0.0,0.0,50.00,20241205.csv
2024-12-05 02:35:40,c8:c9:a3:f:7c:87,7.04,3.0+OPENLOG+7948 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,91.0,13.0,33.0,979.49,0.05,26248.0,0.0,940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.71,6.68,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.54,9.29,0.75,0.24,0.24,0.24,106.47,20241205.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-05 02:36:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:7a:88,7.04,3.0+OPENLOG+7988 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,89.0,12.0,30.0,979.18,4.88,26248.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.63,8.92,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.82,6.64,1.02,0.04,0.0,0.0,51.52,20241205.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-05 02:36:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:9a:5c,7.04,3.0+OPENLOG+7935 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,91.0,11.0,31.0,978.95,4.88,26248.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.95,6.1,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.27,5.18,0.52,0.12,0.0,0.0,51.00,20241205.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-05 02:36:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48:55:19:e8:1e:7b,7.04,3.0+OPENLOG+15931 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,89.0,12.0,30.0,979.3,4.72,26248.0,0.0,1060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.84,10.02,1.65,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.1,9.71,0.6,0.0,0.0,0.0,50.00,20241205.csv
2024-12-05 02:37:40,c8:c9:a3:f:7c:87,7.04,3.0+OPENLOG+7948 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,91.0,13.0,33.0,979.47,0.05,26248.0,0.0,1060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.63,6.33,0.6,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.83,9.79,1.64,0.21,0.0,0.0,106.50,20241205.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-05 02:38:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:7a:88,7.04,3.0+OPENLOG+7988 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,89.0,12.0,30.0,979.17,4.88,26248.0,0.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.89,11.61,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.91,11.74,0.36,0.0,0.0,0.0,51.85,20241205.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-05 02:38:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:9a:5c,7.04,3.0+OPENLOG+7935 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,91.0,11.0,31.0,978.94,4.88,26248.0,0.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.22,6.02,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.52,6.02,0.64,0.0,0.0,0.0,50.98,20241205.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-05 02:38:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48:55:19:e8:1e:7b,7.04,3.0+OPENLOG+15931 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,89.0,12.0,30.0,979.28,4.72,26248.0,0.0,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.42,7.41,0.59,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.7,11.45,0.89,0.0,0.0,0.0,50.00,20241205.csv
2024-12-05 02:39:40,c8:c9:a3:f:7c:87,7.04,3.0+OPENLOG+7948 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,91.0,13.0,33.0,979.44,0.05,26248.0,0.0,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.95,9.02,0.51,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.84,9.33,0.71,0.0,0.0,0.0,106.45,20241205.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-05 02:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:7a:88,7.04,3.0+OPENLOG+7988 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,89.0,12.0,30.0,979.13,4.88,26248.0,0.0,940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.42,6.61,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.64,8.41,0.59,0.0,0.0,0.0,51.66,20241205.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-05 02:40:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:9a:5c,7.04,3.0+OPENLOG+7935 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,91.0,11.0,31.0,978.88,4.88,26248.0,0.0,940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.46,6.68,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.71,5.86,0.42,0.0,0.0,0.0,51.03,20241205.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-05 02:40:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48:55:19:e8:1e:7b,7.04,3.0+OPENLOG+15931 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,89.0,12.0,30.0,979.25,,26336.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.72,8.59,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.93,10.12,0.95,0.29,0.0,0.0,,20241205.csv
2024-12-05 02:41:21,c8:c9:a3:f:7c:87,7.04,3.0+OPENLOG+7948 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,91.0,13.0,33.0,979.38,,26336.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.07,7.36,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.02,13.65,1.44,0.16,0.0,0.0,,20241205.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-05 02:42:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec:64:c9:d0:7a:88,7.04,3.0+OPENLOG+7988 MB+RV3028+BME68X+KX122+PMSX003-A+PMSX003-B,89.0,12.0,30.0,979.04,4.88,26248.0,0.0,1060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.8,10.71,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.15,5.8,0.88,0.17,0.0,0.0,51.65,20241205.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
